belief_in_model_cb,belief_in_model_cf,belief_in_interaction_strength_views_global,belief_in_interaction_strength_likes_global,belief_in_liked,belief_in_viewed,recall_at_5,recall_at_10
0,0,0,4,0,1,0.39090909090909093,0.49696969696969695
0,0,0,4,6,2,0.42424242424242425,0.5303030303030303
0,0,0,4,6,3,0.42424242424242425,0.5303030303030303
0,0,0,4,6,4,0.42424242424242425,0.5303030303030303
0,0,0,4,6,5,0.42424242424242425,0.5303030303030303
0,0,0,4,6,6,0.42424242424242425,0.5303030303030303
0,0,0,4,6,7,0.42424242424242425,0.5303030303030303
0,0,0,4,6,8,0.42424242424242425,0.5303030303030303
0,0,0,4,6,9,0.42424242424242425,0.5303030303030303
,,,,,0,0,0,4,7,0,0.4575757575757576,0.5363636363636364
0,0,0,4,7,1,0.42727272727272725,0.5303030303030303
0,0,0,4,7,2,0.42727272727272725,0.5303030303030303
0,0,0,4,7,3,0.42727272727272725,0.5303030303030303
0,0,0,4,7,4,0.42424242424242425,0.5303030303030303
0,0,0,4,7,5,0.42424242424242425,0.5303030303030303
0,0,0,4,7,6,0.42424242424242425,0.5303030303030303
0,0,0,4,7,7,0.42424242424242425,0.5303030303030303
0,0,0,4,7,8,0.42424242424242425,0.5303030303030303
0,0,0,4,7,9,0.42424242424242425,0.5303030303030303
0,0,0,4,8,0,0.4575757575757576,0.5363636363636364
0,0,0,4,8,1,0.4212121212121212,0.5303030303030303
0,0,0,4,8,2,0.4212121212121212,0.5303030303030303
0,0,0,4,8,3,0.42424242424242425,0.5303030303030303
0,0,0,4,8,4,0.4212121212121212,0.5303030303030303
0,0,0,4,8,5,0.4212121212121212,0.5303030303030303
0,0,0,4,8,6,0.4212121212121212,0.5303030303030303
0,0,0,4,8,7,0.42424242424242425,0.5303030303030303
0,0,0,4,8,8,0.4212121212121212,0.5303030303030303
0,0,0,4,8,9,0.42424242424242425,0.5303030303030303
0,0,0,4,9,0,0.4575757575757576,0.5363636363636364
0,0,0,4,9,1,0.42424242424242425,0.5303030303030303
0,0,0,4,9,2,0.42424242424242425,0.5303030303030303
0,0,0,4,9,3,0.42424242424242425,0.5303030303030303
0,0,0,4,9,4,0.42424242424242425,0.5303030303030303
0,0,0,4,9,5,0.42424242424242425,0.5303030303030303
0,0,0,4,9,6,0.42424242424242425,0.5303030303030303
0,0,0,4,9,7,0.42424242424242425,0.5303030303030303
0,0,0,4,9,8,0.42424242424242425,0.5303030303030303
0,0,0,4,9,9,0.42424242424242425,0.5303030303030303
0,0,0,5,0,0,0.15757575757575756,0.37272727272727274
0,0,0,5,0,1,0.3939393939393939,0.49393939393939396
0,0,0,5,0,2,0.3787878787878788,0.49696969696969695
0,0,0,5,0,3,0.38181818181818183,0.49393939393939396
0,0,0,5,0,4,0.36666666666666664,0.5
0,0,0,5,0,5,0.37575757575757573,0.49696969696969695
0,0,0,5,0,6,0.38484848484848483,0.5
0,0,0,5,0,7,0.3939393939393939,0.49696969696969695
0,0,0,5,0,8,0.3878787878787879,0.5
0,0,0,5,0,9,0.3939393939393939,0.49393939393939396
0,0,0,5,1,0,0.4575757575757576,0.5363636363636364
0,0,0,5,1,1,0.42424242424242425,0.5303030303030303
0,0,0,5,1,2,0.42424242424242425,0.5303030303030303
0,0,0,5,1,3,0.42424242424242425,0.5303030303030303
0,0,0,5,1,4,0.42424242424242425,0.5303030303030303
0,0,0,5,1,5,0.42424242424242425,0.5303030303030303
0,0,0,5,1,6,0.42424242424242425,0.5303030303030303
0,0,0,5,1,7,0.42424242424242425,0.5303030303030303
0,0,0,5,1,8,0.42424242424242425,0.5303030303030303
0,0,0,5,1,9,0.42424242424242425,0.5303030303030303
0,0,0,5,2,0,0.4575757575757576,0.5363636363636364
0,0,0,5,2,1,0.42424242424242425,0.5303030303030303
0,0,0,5,2,2,0.42424242424242425,0.5303030303030303
0,0,0,5,2,3,0.42424242424242425,0.5303030303030303
0,0,0,5,2,4,0.42424242424242425,0.5303030303030303
0,0,0,5,2,5,0.42424242424242425,0.5303030303030303
0,0,0,5,2,6,0.42424242424242425,0.5303030303030303
0,0,0,5,2,7,0.4212121212121212,0.5303030303030303
0,0,0,5,2,8,0.4212121212121212,0.5303030303030303
0,0,0,5,2,9,0.42424242424242425,0.5303030303030303
0,0,0,5,3,0,0.4575757575757576,0.5363636363636364
0,0,0,5,3,1,0.42424242424242425,0.5303030303030303
0,0,0,5,3,2,0.42424242424242425,0.5303030303030303
0,0,0,5,3,3,0.42424242424242425,0.5303030303030303
0,0,0,5,3,4,0.4212121212121212,0.5303030303030303
0,0,0,5,3,5,0.4212121212121212,0.5303030303030303
0,0,0,5,3,6,0.42424242424242425,0.5303030303030303
0,0,0,5,3,7,0.42424242424242425,0.5303030303030303
0,0,0,5,3,8,0.4212121212121212,0.5303030303030303
0,0,0,5,3,9,0.42424242424242425,0.5303030303030303
,,,,0,0,0,5,4,0,0.45454545454545453,0.5363636363636364
0,0,0,5,4,1,0.42424242424242425,0.5303030303030303
0,0,0,5,4,2,0.42424242424242425,0.5303030303030303
0,0,0,5,4,3,0.42424242424242425,0.5303030303030303
0,0,0,5,4,4,0.42424242424242425,0.5303030303030303
0,0,0,5,4,5,0.42424242424242425,0.5303030303030303
0,0,0,5,4,6,0.42424242424242425,0.5303030303030303
0,0,0,5,4,7,0.42424242424242425,0.5303030303030303
0,0,0,5,4,8,0.42424242424242425,0.5303030303030303
0,0,0,5,4,9,0.4212121212121212,0.5303030303030303
0,0,0,5,5,0,0.4575757575757576,0.5363636363636364
0,0,0,5,5,1,0.42424242424242425,0.5303030303030303
0,0,0,5,5,2,0.42424242424242425,0.5303030303030303
0,0,0,4,7,0,0.4575757575757576,0.5363636363636364
0,0,0,5,4,0,0.45454545454545453,0.5363636363636364
0,0,0,5,5,3,0.42424242424242425,0.5303030303030303
0,0,0,5,5,4,0.42424242424242425,0.5303030303030303
0,0,0,5,5,5,0.42424242424242425,0.5303030303030303
0,0,0,5,5,6,0.42424242424242425,0.5303030303030303
0,0,0,5,5,7,0.42424242424242425,0.5303030303030303
0,0,0,5,5,8,0.42424242424242425,0.5303030303030303
0,0,0,5,5,9,0.42424242424242425,0.5303030303030303
0,0,0,5,6,0,0.4575757575757576,0.5363636363636364
0,0,0,5,6,1,0.42424242424242425,0.5303030303030303
0,0,0,5,6,2,0.42424242424242425,0.5303030303030303
0,0,0,5,6,3,0.4212121212121212,0.5303030303030303
0,0,0,5,6,4,0.42424242424242425,0.5303030303030303
0,0,0,5,6,5,0.42424242424242425,0.5303030303030303
0,0,0,5,6,6,0.42424242424242425,0.5303030303030303
0,0,0,5,6,7,0.42424242424242425,0.5303030303030303
0,0,0,5,6,8,0.42424242424242425,0.5303030303030303
0,0,0,5,6,9,0.42424242424242425,0.5303030303030303
0,0,0,5,7,0,0.4575757575757576,0.5363636363636364
0,0,0,5,7,1,0.42727272727272725,0.5303030303030303
0,0,0,5,7,2,0.42424242424242425,0.5303030303030303
0,0,0,5,7,3,0.42727272727272725,0.5303030303030303
0,0,0,5,7,4,0.42727272727272725,0.5303030303030303
0,0,0,5,7,5,0.42727272727272725,0.5303030303030303
0,0,0,5,7,6,0.42727272727272725,0.5303030303030303
0,0,0,5,7,7,0.42424242424242425,0.5303030303030303
0,0,0,5,7,8,0.42727272727272725,0.5303030303030303
0,0,0,5,7,9,0.42727272727272725,0.5303030303030303
0,0,0,5,8,0,0.4575757575757576,0.5363636363636364
0,0,0,5,8,1,0.42727272727272725,0.5303030303030303
0,0,0,5,8,2,0.42727272727272725,0.5303030303030303
0,0,0,5,8,3,0.42727272727272725,0.5303030303030303
0,0,0,5,8,4,0.42424242424242425,0.5303030303030303
0,0,0,5,8,5,0.42727272727272725,0.5303030303030303
0,0,0,5,8,6,0.42727272727272725,0.5303030303030303
0,0,0,5,8,7,0.42424242424242425,0.5303030303030303
0,0,0,5,8,8,0.42727272727272725,0.5303030303030303
0,0,0,5,8,9,0.42727272727272725,0.5303030303030303
0,0,0,5,9,0,0.4575757575757576,0.5363636363636364
0,0,0,5,9,1,0.42424242424242425,0.5303030303030303
0,0,0,5,9,2,0.42424242424242425,0.5303030303030303
0,0,0,5,9,3,0.42424242424242425,0.5303030303030303
0,0,0,5,9,4,0.42424242424242425,0.5303030303030303
0,0,0,5,9,5,0.4212121212121212,0.5303030303030303
0,0,0,5,9,6,0.42424242424242425,0.5303030303030303
0,0,0,5,9,7,0.42424242424242425,0.5303030303030303
0,0,0,5,9,8,0.42424242424242425,0.5303030303030303
0,0,0,5,9,9,0.42424242424242425,0.5303030303030303
0,0,0,6,0,0,0.15757575757575756,0.37272727272727274
0,0,0,6,0,1,0.39090909090909093,0.49393939393939396
0,0,0,6,0,2,0.38181818181818183,0.49393939393939396
0,0,0,6,0,3,0.3787878787878788,0.49696969696969695
0,0,0,6,0,4,0.396969696969697,0.49696969696969695
0,0,0,6,0,5,0.37272727272727274,0.5
0,0,0,6,0,6,0.38484848484848483,0.49393939393939396
0,0,0,6,0,7,0.38181818181818183,0.49696969696969695
0,0,0,6,0,8,0.3787878787878788,0.49696969696969695
0,0,0,6,0,9,0.396969696969697,0.49696969696969695
0,0,0,6,1,0,0.4575757575757576,0.5363636363636364
0,0,0,6,1,1,0.42424242424242425,0.5303030303030303
0,0,0,6,1,2,0.42424242424242425,0.5303030303030303
0,0,0,6,1,3,0.42424242424242425,0.5303030303030303
0,0,0,6,1,4,0.42424242424242425,0.5303030303030303
0,0,0,6,1,5,0.42424242424242425,0.5303030303030303
0,0,0,6,1,6,0.4212121212121212,0.5303030303030303
0,0,0,6,1,7,0.42424242424242425,0.5303030303030303
0,0,0,6,1,8,0.42424242424242425,0.5303030303030303
0,0,0,6,1,9,0.42424242424242425,0.5303030303030303
0,0,0,6,2,0,0.4575757575757576,0.5363636363636364
0,0,0,6,2,1,0.42424242424242425,0.5303030303030303
,,,,,,
