belief_in_model_cb,belief_in_model_cf,belief_in_interaction_strength_views_global,belief_in_interaction_strength_likes_global,belief_in_liked,belief_in_viewed,recall_at_5,recall_at_10
0,0,0,0,6,2,0.42424242424242425,0.5303030303030303
0,0,0,0,6,3,0.42424242424242425,0.5303030303030303
0,0,0,0,6,4,0.42424242424242425,0.5303030303030303
0,0,0,0,6,5,0.4212121212121212,0.5303030303030303
0,0,0,0,6,6,0.42424242424242425,0.5303030303030303
0,0,0,0,6,7,0.42424242424242425,0.5303030303030303
0,0,0,0,6,8,0.42424242424242425,0.5303030303030303
0,0,0,0,6,9,0.42424242424242425,0.5303030303030303
0,0,0,0,7,0,0.4575757575757576,0.5363636363636364
0,0,0,0,7,1,0.4212121212121212,0.5303030303030303
0,0,0,0,7,2,0.42424242424242425,0.5303030303030303
0,0,0,0,7,3,0.42424242424242425,0.5303030303030303
0,0,0,0,7,4,0.42424242424242425,0.5303030303030303
0,0,0,0,7,5,0.42424242424242425,0.5303030303030303
0,0,0,0,7,6,0.42424242424242425,0.5303030303030303
0,0,0,0,7,7,0.42424242424242425,0.5303030303030303
0,0,0,0,7,8,0.42424242424242425,0.5303030303030303
0,0,0,0,7,9,0.42424242424242425,0.5303030303030303
0,0,0,0,8,0,0.45454545454545453,0.5363636363636364
0,0,0,0,8,1,0.42424242424242425,0.5303030303030303
0,0,0,0,8,2,0.42424242424242425,0.5303030303030303
0,0,0,0,8,3,0.42424242424242425,0.5303030303030303
0,0,0,0,8,4,0.42424242424242425,0.5303030303030303
0,0,0,0,8,5,0.42424242424242425,0.5303030303030303
0,0,0,0,8,6,0.42424242424242425,0.5303030303030303
0,0,0,0,8,7,0.42424242424242425,0.5303030303030303
0,0,0,0,8,8,0.42424242424242425,0.5303030303030303
0,0,0,0,8,9,0.42424242424242425,0.5303030303030303
0,0,0,0,9,0,0.45454545454545453,0.5363636363636364
0,0,0,0,9,1,0.42424242424242425,0.5303030303030303
0,0,0,0,9,2,0.42424242424242425,0.5303030303030303
0,0,0,0,9,3,0.42424242424242425,0.5303030303030303
0,0,0,0,9,4,0.4212121212121212,0.5303030303030303
,0,0,0,0,9,6,0.42424242424242425,0.5303030303030303
0,0,0,0,9,7,0.42424242424242425,0.5303030303030303
0,0,0,0,9,8,0.42424242424242425,0.5303030303030303
0,0,0,0,9,9,0.42424242424242425,0.5303030303030303
0,0,0,1,0,0,0.15757575757575756,0.37272727272727274
0,0,0,1,0,1,0.3878787878787879,0.49696969696969695
0,0,0,1,0,2,0.3939393939393939,0.49696969696969695
0,0,0,1,0,3,0.39090909090909093,0.49696969696969695
0,0,0,1,0,4,0.3787878787878788,0.49393939393939396
0,0,0,1,0,5,0.38484848484848483,0.49696969696969695
0,0,0,1,0,6,0.3787878787878788,0.49696969696969695
0,0,0,1,0,7,0.38484848484848483,0.5
0,0,0,1,0,8,0.37575757575757573,0.5
0,0,0,1,0,9,0.39090909090909093,0.5
0,0,0,1,1,0,0.45454545454545453,0.5363636363636364
0,0,0,1,1,1,0.4303030303030303,0.5303030303030303
0,0,0,1,1,2,0.42727272727272725,0.5303030303030303
0,0,0,1,1,3,0.4393939393939394,0.5333333333333333
0,0,0,1,1,4,0.4393939393939394,0.5333333333333333
0,0,0,1,1,5,0.44242424242424244,0.5333333333333333
0,0,0,1,1,6,0.4393939393939394,0.5333333333333333
0,0,0,1,1,7,0.4393939393939394,0.5333333333333333
0,0,0,1,1,8,0.4393939393939394,0.5333333333333333
0,0,0,1,1,9,0.4393939393939394,0.5333333333333333
0,0,0,1,2,0,0.45454545454545453,0.5363636363636364
0,0,0,1,2,1,0.42727272727272725,0.5303030303030303
0,0,0,1,2,2,0.4303030303030303,0.5303030303030303
0,0,0,1,2,3,0.4393939393939394,0.5333333333333333
0,0,0,1,2,4,0.4393939393939394,0.5333333333333333
0,0,0,1,2,5,0.44242424242424244,0.5333333333333333
0,0,0,1,2,6,0.4393939393939394,0.5333333333333333
0,0,0,1,2,7,0.4393939393939394,0.5333333333333333
0,0,0,1,2,8,0.4393939393939394,0.5333333333333333
0,0,0,1,2,9,0.4393939393939394,0.5333333333333333
0,0,0,1,3,0,0.4575757575757576,0.5363636363636364
0,0,0,1,3,1,0.42727272727272725,0.5303030303030303
0,0,0,1,3,2,0.4303030303030303,0.5303030303030303
0,0,0,1,3,3,0.42727272727272725,0.5303030303030303
0,0,0,1,3,4,0.42424242424242425,0.5303030303030303
0,0,0,1,3,5,0.42727272727272725,0.5303030303030303
0,0,0,1,3,6,0.42727272727272725,0.5303030303030303
0,0,0,1,3,7,0.42727272727272725,0.5303030303030303
0,0,0,1,3,8,0.42727272727272725,0.5303030303030303
0,0,0,1,3,9,0.42727272727272725,0.5303030303030303
0,0,0,1,4,0,0.4575757575757576,0.5363636363636364
0,0,0,1,4,1,0.42424242424242425,0.5303030303030303
0,0,0,1,4,2,0.42424242424242425,0.5303030303030303
0,0,0,1,4,3,0.42424242424242425,0.5303030303030303
0,0,0,1,4,4,0.42424242424242425,0.5303030303030303
0,0,0,1,4,5,0.42424242424242425,0.5303030303030303
0,0,0,1,4,6,0.4212121212121212,0.5303030303030303
0,0,0,1,4,7,0.42424242424242425,0.5303030303030303
0,0,0,1,4,8,0.42424242424242425,0.5303030303030303
0,0,0,1,4,9,0.42424242424242425,0.5303030303030303
0,0,0,1,5,0,0.4575757575757576,0.5363636363636364
0,0,0,1,5,1,0.42727272727272725,0.5303030303030303
0,0,0,1,5,2,0.4212121212121212,0.5303030303030303
0,0,0,1,5,3,0.42424242424242425,0.5303030303030303
0,0,0,1,5,4,0.42424242424242425,0.5303030303030303
0,0,0,1,5,5,0.42424242424242425,0.5303030303030303
0,0,0,1,5,6,0.42424242424242425,0.5303030303030303
0,0,0,1,5,7,0.42424242424242425,0.5303030303030303
0,0,0,1,5,8,0.42424242424242425,0.5303030303030303
0,0,0,1,5,9,0.42424242424242425,0.5303030303030303
0,0,0,1,6,0,0.4575757575757576,0.5363636363636364
0,0,0,1,6,1,0.42727272727272725,0.5303030303030303
0,0,0,1,6,2,0.42424242424242425,0.5303030303030303
0,0,0,1,6,3,0.42424242424242425,0.5303030303030303
0,0,0,1,6,4,0.4212121212121212,0.5303030303030303
0,0,0,1,6,5,0.42424242424242425,0.5303030303030303
0,0,0,1,6,6,0.42424242424242425,0.5303030303030303
0,0,0,1,6,7,0.42424242424242425,0.5303030303030303
0,0,0,1,6,8,0.42424242424242425,0.5303030303030303
0,0,0,0,9,5,0.42424242424242425,0.5303030303030303
0,0,0,0,9,6,0.42424242424242425,0.5303030303030303
0,0,0,1,6,9,0.42424242424242425,0.5303030303030303
0,0,0,1,7,0,0.4575757575757576,0.5363636363636364
0,0,0,1,7,1,0.42727272727272725,0.5303030303030303
0,0,0,1,7,2,0.42727272727272725,0.5303030303030303
0,0,0,1,7,3,0.42727272727272725,0.5303030303030303
0,0,0,1,7,4,0.42424242424242425,0.5303030303030303
0,0,0,1,7,5,0.42424242424242425,0.5303030303030303
0,0,0,1,7,6,0.42424242424242425,0.5303030303030303
0,0,0,1,7,7,0.42727272727272725,0.5303030303030303
0,0,0,1,7,8,0.42727272727272725,0.5303030303030303
0,0,0,1,7,9,0.4212121212121212,0.5303030303030303
0,0,0,1,8,0,0.4575757575757576,0.5363636363636364
0,0,0,1,8,1,0.4303030303030303,0.5303030303030303
0,0,0,1,8,2,0.4303030303030303,0.5303030303030303
0,0,0,1,8,3,0.4303030303030303,0.5303030303030303
0,0,0,1,8,4,0.42424242424242425,0.5303030303030303
0,0,0,1,8,5,0.42727272727272725,0.5303030303030303
0,0,0,1,8,6,0.42727272727272725,0.5303030303030303
0,0,0,1,8,7,0.42727272727272725,0.5303030303030303
0,0,0,1,8,8,0.4303030303030303,0.5303030303030303
0,0,0,1,8,9,0.42727272727272725,0.5303030303030303
0,0,0,1,9,0,0.45454545454545453,0.5363636363636364
0,0,0,1,9,1,0.42424242424242425,0.5303030303030303
0,0,0,1,9,2,0.42424242424242425,0.5303030303030303
0,0,0,1,9,3,0.42424242424242425,0.5303030303030303
0,0,0,1,9,4,0.42424242424242425,0.5303030303030303
0,0,0,1,9,5,0.42424242424242425,0.5303030303030303
0,0,0,1,9,6,0.42424242424242425,0.5303030303030303
0,0,0,1,9,7,0.42424242424242425,0.5303030303030303
0,0,0,1,9,8,0.42424242424242425,0.5303030303030303
0,0,0,1,9,9,0.42424242424242425,0.5303030303030303
0,0,0,2,0,0,0.15757575757575756,0.37272727272727274
0,0,0,2,0,1,0.39090909090909093,0.49393939393939396
0,0,0,2,0,2,0.396969696969697,0.49393939393939396
0,0,0,2,0,3,0.38484848484848483,0.5
0,0,0,2,0,4,0.37272727272727274,0.5
0,0,0,2,0,5,0.38484848484848483,0.4909090909090909
0,0,0,2,0,6,0.3939393939393939,0.5
0,0,0,2,0,7,0.38484848484848483,0.4909090909090909
0,0,0,2,0,8,0.396969696969697,0.49696969696969695
0,0,0,2,0,9,0.3939393939393939,0.49393939393939396
0,0,0,2,1,0,0.45454545454545453,0.5363636363636364
0,0,0,2,1,1,0.4303030303030303,0.5303030303030303
0,0,0,2,1,2,0.4303030303030303,0.5303030303030303
0,0,0,2,1,3,0.4303030303030303,0.5303030303030303
0,0,0,2,1,4,0.42727272727272725,0.5303030303030303
0,0,0,2,1,5,0.42727272727272725,0.5303030303030303
0,0,0,2,1,6,0.42727272727272725,0.5303030303030303
0,0,0,2,1,7,0.4303030303030303,0.5303030303030303
0,0,0,2,1,8,0.4303030303030303,0.5303030303030303
0,0,0,2,1,9,0.42727272727272725,0.5303030303030303
0,0,0,2,2,0,0.4575757575757576,0.5363636363636364
0,0,0,2,2,1,0.4303030303030303,0.5303030303030303
0,0,0,2,2,2,0.4303030303030303,0.5303030303030303
0,0,0,2,2,3,0.4303030303030303,0.5303030303030303
0,0,0,2,2,4,0.42727272727272725,0.5303030303030303
0,0,0,2,2,5,0.42727272727272725,0.5303030303030303
0,0,0,2,2,6,0.42424242424242425,0.5303030303030303
0,0,0,2,2,7,0.4303030303030303,0.5303030303030303
0,0,0,2,2,8,0.4303030303030303,0.5303030303030303
0,0,0,2,2,9,0.42727272727272725,0.5303030303030303
0,0,0,2,3,0,0.4575757575757576,0.5363636363636364
0,0,0,2,3,1,0.4303030303030303,0.5303030303030303
0,0,0,2,3,2,0.4303030303030303,0.5303030303030303
0,0,0,2,3,3,0.4303030303030303,0.5303030303030303
0,0,0,2,3,4,0.42727272727272725,0.5303030303030303
0,0,0,2,3,5,0.42727272727272725,0.5303030303030303
0,0,0,2,3,6,0.42424242424242425,0.5303030303030303
0,0,0,2,3,7,0.4303030303030303,0.5303030303030303
0,0,0,2,3,8,0.4303030303030303,0.5303030303030303
0,0,0,2,3,9,0.42727272727272725,0.5303030303030303
0,0,0,2,4,0,0.4575757575757576,0.5363636363636364
0,0,0,2,4,1,0.42727272727272725,0.5303030303030303
0,0,0,2,4,2,0.42727272727272725,0.5303030303030303
0,0,0,2,4,3,0.42424242424242425,0.5303030303030303
0,0,0,2,4,4,0.42424242424242425,0.5303030303030303
0,0,0,2,4,5,0.42424242424242425,0.5303030303030303
0,0,0,2,4,6,0.42424242424242425,0.5303030303030303
0,0,0,2,4,7,0.42424242424242425,0.5303030303030303
0,0,0,2,4,8,0.42424242424242425,0.5303030303030303
0,0,0,2,4,9,0.42424242424242425,0.5303030303030303
0,0,0,2,5,0,0.4575757575757576,0.5363636363636364
0,0,0,2,5,1,0.42424242424242425,0.5303030303030303
0,0,0,2,5,2,0.4212121212121212,0.5303030303030303
0,0,0,2,5,3,0.4212121212121212,0.5303030303030303
0,0,0,2,5,4,0.42424242424242425,0.5303030303030303
0,0,0,2,5,5,0.42424242424242425,0.5303030303030303
0,0,0,2,5,6,0.42424242424242425,0.5303030303030303
0,0,0,2,5,7,0.42424242424242425,0.5303030303030303
0,0,0,2,5,8,0.42424242424242425,0.5303030303030303
0,0,0,2,5,9,0.42424242424242425,0.5303030303030303
0,0,0,2,6,0,0.45454545454545453,0.5363636363636364
0,0,0,2,6,1,0.42424242424242425,0.5303030303030303
0,0,0,2,6,2,0.4212121212121212,0.5303030303030303
0,0,0,2,6,3,0.4212121212121212,0.5303030303030303
0,0,0,2,6,4,0.42424242424242425,0.5303030303030303
0,0,0,2,6,5,0.42424242424242425,0.5303030303030303
0,0,0,2,6,6,0.42424242424242425,0.5303030303030303
0,0,0,2,6,7,0.42424242424242425,0.5303030303030303
0,0,0,2,6,8,0.42424242424242425,0.5303030303030303
0,0,0,2,6,9,0.4212121212121212,0.5303030303030303
0,0,0,2,7,0,0.45454545454545453,0.5363636363636364
0,0,0,2,7,1,0.42424242424242425,0.5303030303030303
0,0,0,2,7,2,0.4212121212121212,0.5303030303030303
0,0,0,2,7,3,0.42424242424242425,0.5303030303030303
0,0,0,2,7,4,0.42424242424242425,0.5303030303030303
0,0,0,2,7,5,0.4212121212121212,0.5303030303030303
0,0,0,2,7,6,0.42424242424242425,0.5303030303030303
0,0,0,2,7,7,0.42424242424242425,0.5303030303030303
0,0,0,2,7,8,0.42424242424242425,0.5303030303030303
0,0,0,2,7,9,0.42424242424242425,0.5303030303030303
0,0,0,2,8,0,0.4575757575757576,0.5363636363636364
0,0,0,2,8,1,0.42424242424242425,0.5303030303030303
0,0,0,2,8,2,0.42424242424242425,0.5303030303030303
0,0,0,2,8,3,0.42424242424242425,0.5303030303030303
0,0,0,2,8,4,0.42424242424242425,0.5303030303030303
0,0,0,2,8,5,0.42424242424242425,0.5303030303030303
0,0,0,2,8,6,0.42424242424242425,0.5303030303030303
0,0,0,2,8,7,0.42424242424242425,0.5303030303030303
0,0,0,2,8,8,0.42424242424242425,0.5303030303030303
0,0,0,2,8,9,0.42424242424242425,0.5303030303030303
0,0,0,2,9,0,0.4575757575757576,0.5363636363636364
0,0,0,2,9,1,0.42424242424242425,0.5303030303030303
0,0,0,2,9,2,0.42424242424242425,0.5303030303030303
0,0,0,2,9,3,0.4212121212121212,0.5303030303030303
0,0,0,2,9,4,0.42424242424242425,0.5303030303030303
0,0,0,2,9,5,0.42424242424242425,0.5303030303030303
0,0,0,2,9,6,0.42424242424242425,0.5303030303030303
0,0,0,2,9,7,0.4212121212121212,0.5303030303030303
0,0,0,2,9,8,0.42424242424242425,0.5303030303030303
0,0,0,2,9,9,0.42424242424242425,0.5303030303030303
0,0,0,3,0,0,0.15757575757575756,0.37272727272727274
0,0,0,3,0,1,0.39090909090909093,0.5
0,0,0,3,0,2,0.396969696969697,0.49696969696969695
0,0,0,3,0,3,0.3939393939393939,0.49696969696969695
0,0,0,3,0,4,0.3939393939393939,0.49393939393939396
0,0,0,3,0,5,0.37272727272727274,0.49696969696969695
0,0,0,3,0,6,0.3878787878787879,0.49696969696969695
0,0,0,3,0,7,0.38181818181818183,0.4909090909090909
0,0,0,3,0,8,0.38484848484848483,0.5
0,0,0,3,0,9,0.3878787878787879,0.5
0,0,0,3,1,0,0.4575757575757576,0.5363636363636364
0,0,0,3,1,1,0.42424242424242425,0.5303030303030303
0,0,0,3,1,2,0.42424242424242425,0.5303030303030303
0,0,0,3,1,3,0.42424242424242425,0.5303030303030303
0,0,0,3,1,4,0.42424242424242425,0.5303030303030303
0,0,0,3,1,5,0.4212121212121212,0.5303030303030303
0,0,0,3,1,6,0.42424242424242425,0.5303030303030303
0,0,0,3,1,7,0.4212121212121212,0.5303030303030303
0,0,0,3,1,8,0.42424242424242425,0.5303030303030303
0,0,0,3,1,9,0.42424242424242425,0.5303030303030303
0,0,0,3,2,0,0.4575757575757576,0.5363636363636364
0,0,0,3,2,1,0.4303030303030303,0.5303030303030303
0,0,0,3,2,2,0.4303030303030303,0.5303030303030303
0,0,0,3,2,3,0.42727272727272725,0.5303030303030303
0,0,0,3,2,4,0.4393939393939394,0.5333333333333333
0,0,0,3,2,5,0.44242424242424244,0.5333333333333333
0,0,0,3,2,6,0.4393939393939394,0.5333333333333333
0,0,0,3,2,7,0.4303030303030303,0.5303030303030303
0,0,0,3,2,8,0.4303030303030303,0.5303030303030303
0,0,0,3,2,9,0.4393939393939394,0.5333333333333333
0,0,0,3,3,0,0.4575757575757576,0.5363636363636364
0,0,0,3,3,1,0.42424242424242425,0.5303030303030303
0,0,0,3,3,2,0.42424242424242425,0.5303030303030303
0,0,0,3,3,3,0.42727272727272725,0.5303030303030303
0,0,0,3,3,4,0.42424242424242425,0.5303030303030303
0,0,0,3,3,5,0.42424242424242425,0.5303030303030303
0,0,0,3,3,6,0.42424242424242425,0.5303030303030303
0,0,0,3,3,7,0.42727272727272725,0.5303030303030303
0,0,0,3,3,8,0.42727272727272725,0.5303030303030303
0,0,0,3,3,9,0.42424242424242425,0.5303030303030303
0,0,0,3,4,0,0.4575757575757576,0.5363636363636364
0,0,0,3,4,1,0.42424242424242425,0.5303030303030303
0,0,0,3,4,2,0.42424242424242425,0.5303030303030303
0,0,0,3,4,3,0.42727272727272725,0.5303030303030303
0,0,0,3,4,4,0.42424242424242425,0.5303030303030303
0,0,0,3,4,5,0.42424242424242425,0.5303030303030303
0,0,0,3,4,6,0.42424242424242425,0.5303030303030303
0,0,0,3,4,7,0.42727272727272725,0.5303030303030303
0,0,0,3,4,8,0.42727272727272725,0.5303030303030303
0,0,0,3,4,9,0.42424242424242425,0.5303030303030303
0,0,0,3,5,0,0.4575757575757576,0.5363636363636364
0,0,0,3,5,1,0.42424242424242425,0.5303030303030303
0,0,0,3,5,2,0.42424242424242425,0.5303030303030303
0,0,0,3,5,3,0.42424242424242425,0.5303030303030303
0,0,0,3,5,4,0.42424242424242425,0.5303030303030303
0,0,0,3,5,5,0.42424242424242425,0.5303030303030303
0,0,0,3,5,6,0.42424242424242425,0.5303030303030303
0,0,0,3,5,7,0.42424242424242425,0.5303030303030303
0,0,0,3,5,8,0.42424242424242425,0.5303030303030303
0,0,0,3,5,9,0.42424242424242425,0.5303030303030303
0,0,0,3,6,0,0.4575757575757576,0.5363636363636364
0,0,0,3,6,1,0.4212121212121212,0.5303030303030303
0,0,0,3,6,2,0.42424242424242425,0.5303030303030303
0,0,0,3,6,3,0.42727272727272725,0.5303030303030303
0,0,0,3,6,4,0.42424242424242425,0.5303030303030303
0,0,0,3,6,5,0.42424242424242425,0.5303030303030303
0,0,0,3,6,6,0.42424242424242425,0.5303030303030303
0,0,0,3,6,7,0.42727272727272725,0.5303030303030303
0,0,0,3,6,8,0.42727272727272725,0.5303030303030303
0,0,0,3,6,9,0.42424242424242425,0.5303030303030303
0,0,0,3,7,0,0.4575757575757576,0.5363636363636364
0,0,0,3,7,1,0.4212121212121212,0.5303030303030303
0,0,0,3,7,2,0.4212121212121212,0.5303030303030303
0,0,0,3,7,3,0.42727272727272725,0.5303030303030303
0,0,0,3,7,4,0.42424242424242425,0.5303030303030303
0,0,0,3,7,5,0.42424242424242425,0.5303030303030303
0,0,0,3,7,6,0.42424242424242425,0.5303030303030303
0,0,0,3,7,7,0.42727272727272725,0.5303030303030303
0,0,0,3,7,8,0.42727272727272725,0.5303030303030303
0,0,0,3,7,9,0.42424242424242425,0.5303030303030303
0,0,0,3,8,0,0.4575757575757576,0.5363636363636364
0,0,0,3,8,1,0.42424242424242425,0.5303030303030303
0,0,0,3,8,2,0.42424242424242425,0.5303030303030303
0,0,0,3,8,3,0.42424242424242425,0.5303030303030303
0,0,0,3,8,4,0.42424242424242425,0.5303030303030303
0,0,0,3,8,5,0.4212121212121212,0.5303030303030303
0,0,0,3,8,6,0.42424242424242425,0.5303030303030303
0,0,0,3,8,7,0.42727272727272725,0.5303030303030303
0,0,0,3,8,8,0.42424242424242425,0.5303030303030303
0,0,0,3,8,9,0.42424242424242425,0.5303030303030303
0,0,0,3,9,0,0.4575757575757576,0.5363636363636364
0,0,0,3,9,1,0.42424242424242425,0.5303030303030303
0,0,0,3,9,2,0.42424242424242425,0.5303030303030303
0,0,0,3,9,3,0.42727272727272725,0.5303030303030303
0,0,0,3,9,4,0.42424242424242425,0.5303030303030303
0,0,0,3,9,5,0.42424242424242425,0.5303030303030303
0,0,0,3,9,6,0.42424242424242425,0.5303030303030303
0,0,0,3,9,7,0.4212121212121212,0.5303030303030303
0,0,0,3,9,8,0.42424242424242425,0.5303030303030303
0,0,0,3,9,9,0.42424242424242425,0.5303030303030303
0,0,0,4,0,0,0.15757575757575756,0.37272727272727274
,,,,,,,,0,0,0,4,0,1,0.38181818181818183,0.49696969696969695
0,0,0,4,0,2,0.38484848484848483,0.49393939393939396
0,0,0,4,0,3,0.37272727272727274,0.49696969696969695
0,0,0,4,0,4,0.3696969696969697,0.49393939393939396
0,0,0,4,0,5,0.39090909090909093,0.49696969696969695
0,0,0,4,0,6,0.39090909090909093,0.49393939393939396
0,0,0,4,0,7,0.37272727272727274,0.5
0,0,0,4,0,8,0.37575757575757573,0.5
0,0,0,4,0,9,0.3939393939393939,0.49696969696969695
0,0,0,4,1,0,0.4575757575757576,0.5363636363636364
0,0,0,4,1,1,0.42727272727272725,0.5303030303030303
0,0,0,4,1,2,0.42424242424242425,0.5303030303030303
0,0,0,4,1,3,0.42424242424242425,0.5303030303030303
0,0,0,4,1,4,0.42727272727272725,0.5303030303030303
0,0,0,4,1,5,0.42424242424242425,0.5303030303030303
0,0,0,4,1,6,0.42727272727272725,0.5303030303030303
0,0,0,4,1,7,0.42727272727272725,0.5303030303030303
0,0,0,4,1,8,0.42727272727272725,0.5303030303030303
0,0,0,4,1,9,0.42727272727272725,0.5303030303030303
0,0,0,4,2,0,0.4575757575757576,0.5363636363636364
0,0,0,4,2,1,0.42727272727272725,0.5303030303030303
0,0,0,4,2,2,0.42727272727272725,0.5303030303030303
0,0,0,4,2,3,0.42727272727272725,0.5303030303030303
0,0,0,4,2,4,0.42727272727272725,0.5303030303030303
0,0,0,4,2,5,0.42424242424242425,0.5303030303030303
0,0,0,4,2,6,0.42424242424242425,0.5303030303030303
0,0,0,4,2,7,0.42727272727272725,0.5303030303030303
0,0,0,4,2,8,0.42727272727272725,0.5303030303030303
0,0,0,4,2,9,0.42424242424242425,0.5303030303030303
0,0,0,4,3,0,0.4575757575757576,0.5363636363636364
0,0,0,4,3,1,0.42727272727272725,0.5303030303030303
0,0,0,4,3,2,0.42727272727272725,0.5303030303030303
0,0,0,4,3,3,0.42727272727272725,0.5303030303030303
0,0,0,4,3,4,0.42727272727272725,0.5303030303030303
0,0,0,4,3,5,0.42424242424242425,0.5303030303030303
0,0,0,4,3,6,0.42727272727272725,0.5303030303030303
0,0,0,4,3,7,0.42727272727272725,0.5303030303030303
0,0,0,4,3,8,0.42727272727272725,0.5303030303030303
0,0,0,4,3,9,0.42727272727272725,0.5303030303030303
0,0,0,4,4,0,0.4575757575757576,0.5363636363636364
0,0,0,4,4,1,0.42424242424242425,0.5303030303030303
0,0,0,4,4,2,0.42424242424242425,0.5303030303030303
0,0,0,4,4,3,0.42424242424242425,0.5303030303030303
0,0,0,4,4,4,0.42424242424242425,0.5303030303030303
0,0,0,4,4,5,0.42424242424242425,0.5303030303030303
0,0,0,4,4,6,0.42424242424242425,0.5303030303030303
0,0,0,4,4,7,0.42424242424242425,0.5303030303030303
0,0,0,4,4,8,0.42424242424242425,0.5303030303030303
0,0,0,4,4,9,0.4212121212121212,0.5303030303030303
0,0,0,4,5,0,0.4575757575757576,0.5363636363636364
0,0,0,4,5,1,0.42424242424242425,0.5303030303030303
0,0,0,4,5,2,0.42424242424242425,0.5303030303030303
0,0,0,4,5,3,0.42424242424242425,0.5303030303030303
0,0,0,4,5,4,0.42424242424242425,0.5303030303030303
0,0,0,4,5,5,0.42424242424242425,0.5303030303030303
0,0,0,4,5,6,0.42424242424242425,0.5303030303030303
0,0,0,4,5,7,0.42424242424242425,0.5303030303030303
0,0,0,4,5,8,0.42424242424242425,0.5303030303030303
0,0,0,4,5,9,0.42424242424242425,0.5303030303030303
0,0,0,4,6,0,0.45454545454545453,0.5363636363636364
0,0,0,4,6,1,0.42424242424242425,0.5303030303030303
